survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone
0,1,female,2.0,1,2,151.5500030517578,S,First,child,False,C,Southampton,no,False
1,1,male,42.322296142578125,0,0,30.5,S,First,man,True,C,Southampton,yes,True
1,1,female,50.0,0,1,247.5207977294922,C,First,woman,False,B,Cherbourg,yes,False
1,3,female,19.33209228515625,0,0,7.75,Q,Third,woman,False,E,Queenstown,yes,True
1,3,male,31.055084228515625,2,0,23.25,Q,Third,man,True,F,Queenstown,yes,False
0,3,male,19.0,0,0,0.0,S,Third,man,True,F,Southampton,no,True
1,2,female,36.98822021484375,0,0,12.350000381469727,Q,Second,woman,False,E,Queenstown,yes,True
0,3,male,28.157546997070312,0,0,8.050000190734863,S,Third,man,True,F,Southampton,no,True
1,1,male,0.9200000166893005,1,2,151.5500030517578,S,First,child,False,C,Southampton,yes,False
1,1,female,34.02325439453125,0,0,110.88330078125,C,First,woman,False,B,Cherbourg,yes,True
1,1,female,17.0,1,0,108.9000015258789,C,First,woman,False,C,Cherbourg,yes,False
0,2,male,30.0,1,0,24.0,C,Second,man,True,F,Cherbourg,no,False
1,1,female,30.0,0,0,56.92919921875,C,First,woman,False,E,Cherbourg,yes,True
1,1,female,24.0,0,0,83.1583023071289,C,First,woman,False,C,Cherbourg,yes,True
1,1,female,18.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False
0,2,female,26.0,1,1,26.0,S,Second,woman,False,F,Southampton,no,False
0,3,male,28.0,0,0,7.8958001136779785,S,Third,man,True,F,Southampton,no,True
0,2,male,43.0,1,1,26.25,S,Second,man,True,F,Southampton,no,False
1,3,female,26.0,0,0,7.8541998863220215,S,Third,woman,False,E,Southampton,yes,True
1,2,female,24.0,1,0,26.0,S,Second,woman,False,D,Southampton,yes,False
0,2,male,54.0,0,0,14.0,S,Second,man,True,F,Southampton,no,True
1,1,female,31.0,0,2,164.86669921875,S,First,woman,False,C,Southampton,yes,False
1,1,female,40.0,1,1,134.5,C,First,woman,False,E,Cherbourg,yes,False
0,3,male,22.0,0,0,7.25,S,Third,man,True,F,Southampton,no,True
0,3,male,27.0,0,0,7.8958001136779785,S,Third,man,True,F,Southampton,no,True
1,2,female,30.0,0,0,12.350000381469727,Q,Second,woman,False,E,Queenstown,yes,True
1,2,female,22.0,1,1,29.0,S,Second,woman,False,F,Southampton,yes,False
0,3,male,34.84234619140625,8,2,69.55000305175781,S,Third,man,True,F,Southampton,no,False
1,1,female,36.0,0,0,135.63330078125,C,First,woman,False,C,Cherbourg,yes,True
0,3,male,61.0,0,0,6.237500190734863,S,Third,man,True,F,Southampton,no,True
1,2,female,36.0,0,0,13.0,S,Second,woman,False,D,Southampton,yes,True
1,3,female,31.0,1,1,20.524999618530273,S,Third,woman,False,F,Southampton,yes,False
1,1,female,16.0,0,1,57.97919845581055,C,First,woman,False,B,Cherbourg,yes,False
1,3,female,32.229248046875,2,0,23.25,Q,Third,woman,False,F,Queenstown,yes,False
0,1,male,45.5,0,0,28.5,S,First,man,True,C,Southampton,no,True
0,1,male,38.0,0,1,153.46249389648438,S,First,man,True,C,Southampton,no,False
0,3,male,16.0,2,0,18.0,S,Third,man,True,F,Southampton,no,False
1,1,female,33.29644775390625,1,0,133.64999389648438,S,First,woman,False,C,Southampton,yes,False
0,3,male,28.456939697265625,0,0,7.8958001136779785,S,Third,man,True,F,Southampton,no,True
0,1,male,29.0,1,0,66.5999984741211,S,First,man,True,C,Southampton,no,False
1,1,female,41.0,0,0,134.5,C,First,woman,False,E,Cherbourg,yes,True
1,3,male,45.0,0,0,8.050000190734863,S,Third,man,True,E,Southampton,yes,True
0,1,male,45.0,0,0,35.5,S,First,man,True,C,Southampton,no,True
1,2,male,2.0,1,1,26.0,S,Second,child,False,F,Southampton,yes,False
1,1,female,24.0,3,2,263.0,S,First,woman,False,C,Southampton,yes,False
0,2,male,28.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True
0,2,male,25.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True
0,2,male,36.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True
1,2,female,24.0,0,0,13.0,S,Second,woman,False,F,Southampton,yes,True
1,2,female,40.0,0,0,13.0,S,Second,woman,False,E,Southampton,yes,True
1,3,female,31.13311767578125,1,0,16.100000381469727,S,Third,woman,False,F,Southampton,yes,False
1,3,male,3.0,1,1,15.899999618530273,S,Third,child,False,F,Southampton,yes,False
0,3,male,42.0,0,0,8.662500381469727,S,Third,man,True,F,Southampton,no,True
0,3,male,23.0,0,0,9.225000381469727,S,Third,man,True,F,Southampton,no,True
0,1,male,48.065460205078125,0,0,35.0,S,First,man,True,C,Southampton,no,True
0,3,male,15.0,1,1,7.2291998863220215,C,Third,child,False,F,Cherbourg,no,False
0,3,male,25.0,1,0,17.799999237060547,S,Third,man,True,F,Southampton,no,False
0,3,male,29.858413696289062,0,0,7.224999904632568,C,Third,man,True,F,Cherbourg,no,True
0,3,male,28.0,0,0,9.5,S,Third,man,True,F,Southampton,no,True
1,1,female,22.0,0,1,55.0,S,First,woman,False,E,Southampton,yes,False
0,2,female,38.0,0,0,13.0,S,Second,woman,False,F,Southampton,no,True
1,3,female,20.027114868164062,0,0,7.879199981689453,Q,Third,woman,False,E,Queenstown,yes,True
1,3,female,20.027114868164062,0,0,7.879199981689453,Q,Third,woman,False,E,Queenstown,yes,True
0,3,male,40.0,1,4,27.899999618530273,S,Third,man,True,F,Southampton,no,False
0,2,male,29.0,1,0,27.720800399780273,C,Second,man,True,F,Cherbourg,no,False
0,3,female,45.0,0,1,14.45419979095459,C,Third,woman,False,G,Cherbourg,no,False
0,3,male,35.0,0,0,7.050000190734863,S,Third,man,True,F,Southampton,no,True
0,3,male,29.435546875,1,0,15.5,Q,Third,man,True,F,Queenstown,no,False
0,3,male,30.0,0,0,7.25,S,Third,man,True,F,Southampton,no,True
1,1,female,60.0,1,0,75.25,C,First,woman,False,D,Cherbourg,yes,False
1,3,female,12.860488891601562,0,0,7.2291998863220215,C,Third,woman,False,E,Cherbourg,yes,True
1,3,female,19.33209228515625,0,0,7.75,Q,Third,woman,False,E,Queenstown,yes,True
1,1,female,24.0,0,0,69.30000305175781,C,First,woman,False,B,Cherbourg,yes,True
1,1,male,25.0,1,0,55.44169998168945,C,First,man,True,E,Cherbourg,yes,False
0,3,male,18.0,1,0,6.495800018310547,S,Third,man,True,F,Southampton,no,False
0,3,male,19.0,0,0,8.050000190734863,S,Third,man,True,F,Southampton,no,True
0,1,male,22.0,0,0,135.63330078125,C,First,man,True,C,Cherbourg,no,True
0,3,female,3.0,3,1,21.075000762939453,S,Third,child,False,F,Southampton,no,False
1,1,female,35.40350341796875,1,0,82.1707992553711,C,First,woman,False,C,Cherbourg,yes,False
1,3,female,22.0,0,0,7.25,S,Third,woman,False,E,Southampton,yes,True
0,1,male,27.0,0,2,211.5,C,First,man,True,C,Cherbourg,no,False
0,3,male,20.0,0,0,4.012499809265137,C,Third,man,True,F,Cherbourg,no,True
0,3,male,19.0,0,0,7.775000095367432,S,Third,man,True,F,Southampton,no,True
1,1,female,42.0,0,0,227.52499389648438,C,First,woman,False,B,Cherbourg,yes,True
1,3,female,1.0,0,2,15.741700172424316,C,Third,child,False,G,Cherbourg,yes,False
0,3,male,32.0,0,0,7.925000190734863,S,Third,man,True,F,Southampton,no,True
1,1,female,35.0,1,0,52.0,S,First,woman,False,D,Southampton,yes,False
0,3,male,28.456939697265625,0,0,7.8958001136779785,S,Third,man,True,F,Southampton,no,True
0,2,male,18.0,0,0,73.5,S,Second,man,True,E,Southampton,no,True
0,3,male,1.0,5,2,46.900001525878906,S,Third,child,False,F,Southampton,no,False
1,2,female,36.0,0,0,13.0,S,Second,woman,False,E,Southampton,yes,True
0,3,male,39.37818908691406,0,0,7.7291998863220215,Q,Third,man,True,F,Queenstown,no,True
1,2,female,17.0,0,0,12.0,C,Second,woman,False,D,Cherbourg,yes,True
1,1,male,36.0,1,2,120.0,S,First,man,True,B,Southampton,yes,False
1,3,male,21.0,0,0,7.79580020904541,S,Third,man,True,E,Southampton,yes,True
0,3,male,28.0,2,0,7.925000190734863,S,Third,man,True,F,Southampton,no,False
1,1,female,23.0,1,0,113.2750015258789,C,First,woman,False,D,Cherbourg,yes,False
1,3,female,24.0,0,2,16.700000762939453,S,Third,woman,False,G,Southampton,yes,False
0,3,male,22.0,0,0,7.79580020904541,S,Third,man,True,F,Southampton,no,True
0,3,female,31.0,0,0,7.8541998863220215,S,Third,woman,False,F,Southampton,no,True
0,2,male,46.0,0,0,26.0,S,Second,man,True,F,Southampton,no,True
0,2,male,23.0,0,0,10.5,S,Second,man,True,F,Southampton,no,True
1,2,female,28.0,0,0,12.649999618530273,S,Second,woman,False,E,Southampton,yes,True
1,3,male,39.0,0,0,7.925000190734863,S,Third,man,True,E,Southampton,yes,True
0,3,male,26.0,0,0,8.050000190734863,S,Third,man,True,F,Southampton,no,True
0,3,female,21.0,1,0,9.824999809265137,S,Third,woman,False,G,Southampton,no,False
0,3,male,28.0,1,0,15.850000381469727,S,Third,man,True,F,Southampton,no,False
0,3,female,20.0,0,0,8.662500381469727,S,Third,woman,False,F,Southampton,no,True
0,2,male,34.0,1,0,21.0,S,Second,man,True,F,Southampton,no,False
0,3,male,51.0,0,0,7.75,S,Third,man,True,F,Southampton,no,True
1,2,male,3.0,1,1,18.75,S,Second,child,False,F,Southampton,yes,False
0,3,male,21.0,0,0,7.775000095367432,S,Third,man,True,F,Southampton,no,True
0,3,female,29.781494140625,3,1,25.466699600219727,S,Third,woman,False,F,Southampton,no,False
0,3,male,28.456939697265625,0,0,7.8958001136779785,S,Third,man,True,F,Southampton,no,True
0,3,male,39.223541259765625,0,0,6.85830020904541,Q,Third,man,True,F,Queenstown,no,True
1,1,female,33.0,1,0,90.0,Q,First,woman,False,C,Queenstown,yes,False
0,2,male,50.49467468261719,0,0,0.0,S,Second,man,True,F,Southampton,no,True
1,3,male,44.0,0,0,7.925000190734863,S,Third,man,True,E,Southampton,yes,True
0,3,female,28.057769775390625,0,0,8.050000190734863,S,Third,woman,False,F,Southampton,no,True
1,2,female,34.0,1,1,32.5,S,Second,woman,False,F,Southampton,yes,False
1,2,female,18.0,0,2,13.0,S,Second,woman,False,F,Southampton,yes,False
0,2,male,30.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True
0,3,female,10.0,0,2,24.149999618530273,S,Third,child,False,G,Southampton,no,False
0,3,male,30.327163696289062,0,0,7.8958001136779785,C,Third,man,True,F,Cherbourg,no,True
0,3,male,21.0,0,0,7.73330020904541,Q,Third,man,True,F,Queenstown,no,True
0,3,male,29.0,0,0,7.875,S,Third,man,True,F,Southampton,no,True
0,3,female,28.0,1,1,14.399999618530273,S,Third,woman,False,G,Southampton,no,False
0,3,male,18.0,1,1,20.212499618530273,S,Third,man,True,F,Southampton,no,False
0,3,male,30.348220825195312,0,0,7.25,S,Third,man,True,F,Southampton,no,True
1,2,female,28.0,1,0,26.0,S,Second,woman,False,D,Southampton,yes,False
1,2,female,19.0,0,0,26.0,S,Second,woman,False,E,Southampton,yes,True
0,3,male,39.38104248046875,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True
1,3,male,32.0,0,0,8.050000190734863,S,Third,man,True,E,Southampton,yes,True
1,1,male,28.0,0,0,26.549999237060547,S,First,man,True,C,Southampton,yes,True
1,3,female,31.13311767578125,1,0,16.100000381469727,S,Third,woman,False,F,Southampton,yes,False
1,2,female,42.0,1,0,26.0,S,Second,woman,False,D,Southampton,yes,False
0,3,male,17.0,0,0,7.125,S,Third,man,True,F,Southampton,no,True
0,1,male,50.0,1,0,55.900001525878906,S,First,man,True,E,Southampton,no,False
1,1,female,14.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False
0,3,female,21.0,2,2,34.375,S,Third,woman,False,F,Southampton,no,False
1,2,female,24.0,2,3,18.75,S,Second,woman,False,F,Southampton,yes,False
0,1,male,64.0,1,4,263.0,S,First,man,True,C,Southampton,no,False
0,2,male,31.0,0,0,10.5,S,Second,man,True,F,Southampton,no,True
1,2,female,45.0,1,1,26.25,S,Second,woman,False,F,Southampton,yes,False
0,3,male,20.0,0,0,9.5,S,Third,man,True,F,Southampton,no,True
0,3,male,25.0,1,0,7.775000095367432,S,Third,man,True,F,Southampton,no,False
1,2,female,28.0,0,0,13.0,S,Second,woman,False,E,Southampton,yes,True
1,3,male,28.79644775390625,0,0,8.112500190734863,S,Third,man,True,E,Southampton,yes,True
1,1,male,4.0,0,2,81.8582992553711,S,First,child,False,A,Southampton,yes,False
1,2,female,13.0,0,1,19.5,S,Second,child,False,F,Southampton,yes,False
1,1,male,34.0,0,0,26.549999237060547,S,First,man,True,E,Southampton,yes,True
1,3,female,5.0,2,1,19.25830078125,C,Third,child,False,F,Cherbourg,yes,False
1,1,male,52.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True
0,2,male,36.0,1,2,27.75,S,Second,man,True,F,Southampton,no,False
0,3,male,29.68756103515625,1,0,19.966699600219727,S,Third,man,True,F,Southampton,no,False
0,1,male,30.0,0,0,27.75,C,First,man,True,C,Cherbourg,no,True
1,1,male,49.0,1,0,89.10420227050781,C,First,man,True,C,Cherbourg,yes,False
0,3,male,28.157546997070312,0,0,8.050000190734863,S,Third,man,True,F,Southampton,no,True
1,3,male,29.0,0,0,7.8958001136779785,C,Third,man,True,E,Cherbourg,yes,True
0,1,male,65.0,0,0,26.549999237060547,S,First,man,True,E,Southampton,no,True
1,1,female,35.34735107421875,1,0,51.86249923706055,S,First,woman,False,D,Southampton,yes,False
1,2,female,50.0,0,0,10.5,S,Second,woman,False,E,Southampton,yes,True
0,3,male,39.38104248046875,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True
1,1,male,48.0,0,0,26.549999237060547,S,First,man,True,E,Southampton,yes,True
0,3,male,34.0,0,0,8.050000190734863,S,Third,man,True,F,Southampton,no,True
0,1,male,47.0,0,0,38.5,S,First,man,True,E,Southampton,no,True
0,2,male,48.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True
0,3,male,28.157546997070312,0,0,8.050000190734863,S,Third,man,True,F,Southampton,no,True
0,3,male,38.0,0,0,7.050000190734863,S,Third,man,True,F,Southampton,no,True
0,2,male,50.49467468261719,0,0,0.0,S,Second,man,True,F,Southampton,no,True
0,1,male,56.0,0,0,26.549999237060547,S,First,man,True,C,Southampton,no,True
0,3,male,39.3775634765625,0,0,7.724999904632568,Q,Third,man,True,F,Queenstown,no,True
1,3,female,0.75,2,1,19.25830078125,C,Third,child,False,F,Cherbourg,yes,False
0,3,male,30.348220825195312,0,0,7.25,S,Third,man,True,F,Southampton,no,True
0,3,male,38.0,0,0,8.662500381469727,S,Third,man,True,F,Southampton,no,True
1,2,female,33.0,1,2,27.75,S,Second,woman,False,F,Southampton,yes,False
1,2,female,23.0,0,0,13.79170036315918,C,Second,woman,False,D,Cherbourg,yes,True
0,3,female,22.0,0,0,9.837499618530273,S,Third,woman,False,F,Southampton,no,True
0,1,male,44.75531005859375,0,0,52.0,S,First,man,True,A,Southampton,no,True
0,2,male,34.0,1,0,21.0,S,Second,man,True,F,Southampton,no,False
0,3,male,29.0,1,0,7.04580020904541,S,Third,man,True,F,Southampton,no,False
0,3,male,22.0,0,0,7.5208001136779785,S,Third,man,True,F,Southampton,no,True
1,3,female,2.0,0,1,12.287500381469727,S,Third,child,False,G,Southampton,yes,False
0,3,male,9.0,5,2,46.900001525878906,S,Third,child,False,F,Southampton,no,False
0,2,male,50.49467468261719,0,0,0.0,S,Second,man,True,F,Southampton,no,True
0,3,male,50.0,0,0,8.050000190734863,S,Third,man,True,F,Southampton,no,True
1,3,female,63.0,0,0,9.587499618530273,S,Third,woman,False,E,Southampton,yes,True
1,1,male,25.0,1,0,91.0792007446289,C,First,man,True,B,Cherbourg,yes,False
0,3,female,29.781494140625,3,1,25.466699600219727,S,Third,woman,False,F,Southampton,no,False
1,1,female,35.0,1,0,90.0,S,First,woman,False,C,Southampton,yes,False
0,1,male,58.0,0,0,29.700000762939453,C,First,man,True,B,Cherbourg,no,True
0,3,male,30.0,0,0,8.050000190734863,S,Third,man,True,F,Southampton,no,True
1,3,male,9.0,1,1,15.899999618530273,S,Third,child,False,F,Southampton,yes,False
0,3,male,29.68756103515625,1,0,19.966699600219727,S,Third,man,True,F,Southampton,no,False
0,3,male,21.0,0,0,7.25,S,Third,man,True,F,Southampton,no,True
0,1,male,55.0,0,0,30.5,S,First,man,True,C,Southampton,no,True
0,1,male,71.0,0,0,49.50419998168945,C,First,man,True,C,Cherbourg,no,True
0,3,male,21.0,0,0,8.050000190734863,S,Third,man,True,F,Southampton,no,True
0,3,male,25.5638427734375,0,0,14.45829963684082,C,Third,man,True,F,Cherbourg,no,True
1,1,female,54.0,1,0,78.2667007446289,C,First,woman,False,D,Cherbourg,yes,False
0,3,male,28.29339599609375,0,0,15.100000381469727,S,Third,man,True,F,Southampton,no,True
0,1,female,25.0,1,2,151.5500030517578,S,First,woman,False,C,Southampton,no,False
0,3,male,24.0,0,0,7.79580020904541,S,Third,man,True,F,Southampton,no,True
0,3,male,17.0,0,0,8.662500381469727,S,Third,man,True,F,Southampton,no,True
0,3,female,21.0,0,0,7.75,Q,Third,woman,False,F,Queenstown,no,True
0,3,female,22.568130493164062,0,0,7.629199981689453,Q,Third,woman,False,F,Queenstown,no,True
0,3,female,37.0,0,0,9.587499618530273,S,Third,woman,False,F,Southampton,no,True
1,1,female,16.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True
0,1,male,18.0,1,0,108.9000015258789,C,First,man,True,C,Cherbourg,no,False
1,2,female,33.0,0,2,26.0,S,Second,woman,False,E,Southampton,yes,False
1,1,male,42.1907958984375,0,0,26.549999237060547,S,First,man,True,E,Southampton,yes,True
0,3,male,28.0,0,0,22.524999618530273,S,Third,man,True,F,Southampton,no,True
1,3,male,26.0,0,0,56.49580001831055,S,Third,man,True,E,Southampton,yes,True
1,3,male,29.0,0,0,7.75,Q,Third,man,True,E,Queenstown,yes,True
0,3,male,28.157546997070312,0,0,8.050000190734863,S,Third,man,True,F,Southampton,no,True
1,1,male,36.0,0,0,26.287500381469727,S,First,man,True,E,Southampton,yes,True
1,1,female,54.0,1,0,59.400001525878906,C,First,woman,False,D,Cherbourg,yes,False
0,3,male,24.0,0,0,7.495800018310547,S,Third,man,True,F,Southampton,no,True
0,1,male,47.0,0,0,34.02080154418945,S,First,man,True,D,Southampton,no,True
1,2,female,34.0,0,0,10.5,S,Second,woman,False,F,Southampton,yes,True
0,3,male,33.9156494140625,0,0,24.149999618530273,Q,Third,man,True,F,Queenstown,no,True
1,2,female,36.0,1,0,26.0,S,Second,woman,False,D,Southampton,yes,False
0,3,male,32.0,0,0,7.8958001136779785,S,Third,man,True,F,Southampton,no,True
1,1,female,30.0,0,0,93.5,S,First,woman,False,B,Southampton,yes,True
0,3,male,22.0,0,0,7.8958001136779785,S,Third,man,True,F,Southampton,no,True
0,3,male,29.858413696289062,0,0,7.224999904632568,C,Third,man,True,F,Cherbourg,no,True
1,1,female,44.0,0,1,57.97919845581055,C,First,woman,False,B,Cherbourg,yes,False
0,3,male,29.861282348632812,0,0,7.2291998863220215,C,Third,man,True,F,Cherbourg,no,True
0,3,male,40.5,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True
1,2,female,50.0,0,0,10.5,S,Second,woman,False,E,Southampton,yes,True
0,1,male,32.52203369140625,0,0,221.77920532226562,S,First,man,True,C,Southampton,no,True
0,3,male,39.0,0,0,7.925000190734863,S,Third,man,True,F,Southampton,no,True
0,2,male,23.0,2,1,11.5,S,Second,man,True,F,Southampton,no,False
1,2,female,2.0,1,1,26.0,S,Second,child,False,F,Southampton,yes,False
0,3,male,29.861282348632812,0,0,7.2291998863220215,C,Third,man,True,F,Cherbourg,no,True
0,3,male,17.0,1,1,7.2291998863220215,C,Third,man,True,F,Cherbourg,no,False
1,3,female,29.55731201171875,0,2,22.358299255371094,C,Third,woman,False,E,Cherbourg,yes,False
0,3,female,30.0,0,0,8.662500381469727,S,Third,woman,False,F,Southampton,no,True
1,2,female,7.0,0,2,26.25,S,Second,child,False,F,Southampton,yes,False
0,1,male,45.0,0,0,26.549999237060547,S,First,man,True,B,Southampton,no,True
1,1,female,30.0,0,0,106.42500305175781,C,First,woman,False,B,Cherbourg,yes,True
0,3,male,28.2548828125,0,0,14.5,S,Third,man,True,F,Southampton,no,True
1,1,female,22.0,0,2,49.5,C,First,woman,False,B,Cherbourg,yes,False
1,1,female,36.0,0,2,71.0,S,First,woman,False,B,Southampton,yes,False
0,3,female,9.0,4,2,31.274999618530273,S,Third,child,False,F,Southampton,no,False
0,3,female,11.0,4,2,31.274999618530273,S,Third,child,False,F,Southampton,no,False
1,2,male,32.0,1,0,26.0,S,Second,man,True,F,Southampton,yes,False
0,1,male,50.0,1,0,106.42500305175781,C,First,man,True,C,Cherbourg,no,False
0,1,male,64.0,0,0,26.0,S,First,man,True,C,Southampton,no,True
1,2,female,19.0,1,0,26.0,S,Second,woman,False,D,Southampton,yes,False
1,2,male,30.5875244140625,0,0,13.862500190734863,C,Second,man,True,D,Cherbourg,yes,True
0,3,male,33.0,1,1,20.524999618530273,S,Third,man,True,F,Southampton,no,False
1,2,male,8.0,1,1,36.75,S,Second,child,False,F,Southampton,yes,False
1,1,male,17.0,0,2,110.88330078125,C,First,man,True,C,Cherbourg,yes,False
0,2,male,27.0,0,0,26.0,S,Second,man,True,F,Southampton,no,True
0,3,male,39.39198303222656,0,0,7.82919979095459,Q,Third,man,True,F,Queenstown,no,True
1,3,male,22.0,0,0,7.224999904632568,C,Third,man,True,E,Cherbourg,yes,True
1,3,female,22.0,0,0,7.775000095367432,S,Third,woman,False,E,Southampton,yes,True
0,1,male,62.0,0,0,26.549999237060547,S,First,man,True,C,Southampton,no,True
1,1,female,48.0,1,0,39.599998474121094,C,First,woman,False,A,Cherbourg,yes,False
0,1,male,30.92047119140625,0,0,227.52499389648438,C,First,man,True,C,Cherbourg,no,True
1,1,female,39.0,1,1,79.6500015258789,S,First,woman,False,E,Southampton,yes,False
1,3,female,36.0,1,0,17.399999618530273,S,Third,woman,False,F,Southampton,yes,False
0,3,male,39.38104248046875,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True
0,3,male,40.0,0,0,7.8958001136779785,S,Third,man,True,F,Southampton,no,True
0,2,male,28.0,0,0,13.5,S,Second,man,True,F,Southampton,no,True
0,3,male,28.157546997070312,0,0,8.050000190734863,S,Third,man,True,F,Southampton,no,True
0,3,female,28.057769775390625,0,0,8.050000190734863,S,Third,woman,False,F,Southampton,no,True
0,3,male,24.0,2,0,24.149999618530273,S,Third,man,True,F,Southampton,no,False
0,3,male,19.0,0,0,7.8958001136779785,S,Third,man,True,F,Southampton,no,True
0,3,female,29.0,0,4,21.075000762939453,S,Third,woman,False,G,Southampton,no,False
0,3,male,29.861282348632812,0,0,7.2291998863220215,C,Third,man,True,F,Cherbourg,no,True
1,3,male,32.0,0,0,7.8541998863220215,S,Third,man,True,E,Southampton,yes,True
1,2,male,62.0,0,0,10.5,S,Second,man,True,F,Southampton,yes,True
1,1,female,53.0,2,0,51.47919845581055,S,First,woman,False,C,Southampton,yes,False
1,1,male,36.0,0,0,26.387500762939453,S,First,man,True,E,Southampton,yes,True
1,3,female,19.33209228515625,0,0,7.75,Q,Third,woman,False,E,Queenstown,yes,True
0,3,male,16.0,0,0,8.050000190734863,S,Third,man,True,F,Southampton,no,True
0,3,male,19.0,0,0,14.5,S,Third,man,True,F,Southampton,no,True
1,2,female,34.0,0,0,13.0,S,Second,woman,False,E,Southampton,yes,True
1,1,female,39.0,1,0,55.900001525878906,S,First,woman,False,E,Southampton,yes,False
0,3,female,29.00848388671875,1,0,14.45829963684082,C,Third,woman,False,F,Cherbourg,no,False
1,3,male,32.0,0,0,7.925000190734863,S,Third,man,True,E,Southampton,yes,True
1,2,female,25.0,1,1,30.0,S,Second,woman,False,F,Southampton,yes,False
1,1,female,39.0,1,1,110.88330078125,C,First,woman,False,C,Cherbourg,yes,False
0,2,male,54.0,0,0,26.0,S,Second,man,True,F,Southampton,no,True
0,1,male,36.0,0,0,40.125,C,First,man,True,A,Cherbourg,no,True
0,3,male,30.897918701171875,0,0,8.712499618530273,C,Third,man,True,F,Cherbourg,no,True
1,1,female,18.0,0,2,79.6500015258789,S,First,woman,False,E,Southampton,yes,False
0,2,male,47.0,0,0,15.0,S,Second,man,True,F,Southampton,no,True
1,1,male,60.0,1,1,79.19999694824219,C,First,man,True,B,Cherbourg,yes,False
0,3,male,22.0,0,0,8.050000190734863,S,Third,man,True,F,Southampton,no,True
0,3,male,28.157546997070312,0,0,8.050000190734863,S,Third,man,True,F,Southampton,no,True
0,3,male,35.0,0,0,7.125,S,Third,man,True,F,Southampton,no,True
1,1,female,52.0,1,0,78.2667007446289,C,First,woman,False,D,Cherbourg,yes,False
